sampleid,perwt,ftotinc,incwage,inctot,sex,age,educ,eduyears,degfield,hoursworked,raceethnicity,married,nchild,nchlt5,famsize,occtype,indtype,inschool,movedlastyear,hadchildlastyear,marriedlastyear,divorcedlastyear,disability,head,spouse,ownershp,homeowner,healthins,nocoverage,commutingtime,foreignborn,citizenship,region,statefip,metrohomeplace,metropop,metroba18pc
14148,298,429000,415000,415000,male,61,5+ years of college,18,physical sciences,46,nhwhite,1,1,0,3,health,health,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,20,0,1,mountain division,arizona,1,4737270,28.396246
14149,128,250000,150000,150000,male,47,4 years of college,16,social sciences,45,nhwhite,1,2,0,4,businessfinance,finance,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,new england division,massachusetts,1,4836531,44.245804
14153,86,108000,58000,58000,male,49,4 years of college,16,communications,40,nhwhite,1,1,0,3,businessfinance,finance,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,0,0,1,west north central div,missouri,0,,
14154,107,224700,180000,181500,male,56,4 years of college,16,engineering,40,nhwhite,1,1,0,3,salesandservicesandfood,professional,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,45,0,1,west south central div,texas,1,2115827,40.612038
14155,71,93300,34300,34300,male,41,grade 12,12,n/a,40,nhwhite,0,0,0,3,transportation,retailtrade,1,0,0,0,0,0,0,0,owned or being bought (loan),1,individual only,0,15,1,0,middle atlantic division,new york,1,20320876,37.242645
14156,78,504100,481000,481100,female,59,5+ years of college,18,psychology,40,nhwhite,0,1,0,2,legal,professional,0,0,0,0,0,0,1,0,owned or being bought (loan),1,individual only,0,40,0,1,middle atlantic division,pennsylvania,1,2333367,33.170727
14159,179,211000,90000,90500,male,36,4 years of college,16,business,45,nhwhite,1,0,0,2,businessfinance,manufacture,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,0,1,1,south atlantic division,florida,1,3091399,28.138767
14163,62,5600,5600,5600,male,44,1 year of college,13,n/a,45,nhwhite,0,0,0,1,salesandservicesandfood,hospitality,0,0,0,0,0,0,1,0,rented,0,no coverage,1,60,0,1,middle atlantic division,new york,1,20320876,37.242645
14164,92,52000,52000,52000,female,48,4 years of college,16,education administration and teaching,36,nhwhite,0,0,0,1,educationlibrary,education,0,0,0,0,0,0,1,0,rented,0,public/employer,0,18,0,1,east north central div,ohio,1,603668,25.053377
14168,73,960400,710000,710400,male,55,5+ years of college,18,engineering,45,nhwhite,1,0,0,2,businessfinance,finance,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,5,0,1,new england division,connecticut,1,949921,44.085873
14171,68,850000,425000,425000,male,38,4 years of college,16,history,60,nhwhite,1,4,1,6,businessfinance,finance,0,1,0,0,0,0,1,0,rented,0,public/employer,0,55,0,1,south atlantic division,north carolina,1,2525305,32.911201
14172,89,140000,140000,140000,female,37,4 years of college,16,linguistics and foreign languages,55,nhwhite,0,0,0,1,businessfinance,manufacture,0,0,0,0,0,0,0,0,rented,0,individual only,0,80,0,1,pacific division,california,1,13353907,31.398245
14175,88,73000,35000,35000,female,23,1 year of college,13,n/a,40,nhwhite,1,0,0,2,businessfinance,finance,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,40,0,1,west south central div,arkansas,1,738082,28.683376
14176,87,40000,40000,40000,male,35,grade 12,12,n/a,40,nhwhite,0,3,0,5,transportation,manufacture,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,middle atlantic division,pennsylvania,1,6096120,35.061737
14177,67,178300,45100,45100,female,55,2 years of college,14,n/a,38,nhwhite,1,1,0,3,office,professional,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,30,0,1,south atlantic division,south carolina,1,825004,28.537317
14179,75,68000,68000,68000,female,60,4 years of college,16,psychology,72,nhblack,0,0,0,1,health,health,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,0,0,1,mountain division,arizona,1,4737270,28.396246
14182,80,77400,37100,40300,male,54,4 years of college,16,theology and religious vocations,40,nhwhite,1,3,0,5,social,otherservices,0,0,0,0,0,0,1,0,rented,0,individual only,0,5,0,1,middle atlantic division,new york,1,1077948,31.557682
14183,119,102000,90000,102000,male,59,5+ years of college,18,psychology,40,nhwhite,1,0,0,1,science,education,1,0,0,0,0,0,1,0,rented,0,public/employer,0,45,0,1,pacific division,california,1,13353907,31.398245
14185,56,10400,64000,64000,male,43,grade 12,12,n/a,70,nhwhite,0,0,0,2,transportation,transportation,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,30,0,1,east north central div,indiana,0,,
14187,105,30000,30000,30000,male,37,grade 12,12,n/a,45,nhwhite,0,0,0,1,businessfinance,retailtrade,0,0,0,0,0,0,1,0,rented,0,no coverage,1,20,0,1,new england division,new hampshire,0,,
14188,116,203000,125000,125000,male,34,5+ years of college,18,business,50,nhwhite,1,0,0,2,businessfinance,ruralextraction,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,45,0,1,mountain division,colorado,1,2888227,40.913242
14189,115,238600,16000,16000,male,24,grade 12,12,n/a,40,nhother,0,0,0,4,salesandservicesandfood,retailtrade,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,45,0,1,east north central div,indiana,1,9533895,35.037014
14190,171,69000,54000,54000,male,52,1 year of college,13,n/a,40,nhwhite,1,2,0,4,office,public,0,0,0,0,0,1,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,pacific division,california,1,989255,18.263441
14194,106,192000,67000,67000,female,38,4 years of college,16,agriculture,40,nhwhite,1,1,1,3,health,health,0,0,1,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,45,0,1,south atlantic division,maryland,1,2808175,36.65374
14196,64,58200,48000,48000,male,62,nursery school to grade 4,2.5,n/a,40,hispanic,1,1,0,3,salesandservicesandfood,health,0,0,0,0,0,0,1,0,rented,0,public/employer,0,20,1,0,pacific division,california,1,13353907,31.398245
14198,147,25000,26000,25000,female,41,1 year of college,13,n/a,40,nhwhite,0,0,0,2,businessfinance,manufacture,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,7,0,1,east north central div,wisconsin,1,136934,26.717703
14200,50,236300,42000,51600,female,43,4 years of college,16,"english language, literature, and composition",45,nhwhite,1,2,0,4,salesandservicesandfood,otherservices,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,0,0,1,south atlantic division,south carolina,1,825004,28.537317
14203,149,227200,72000,72100,female,53,4 years of college,16,medical and health sciences and services,50,nhwhite,1,1,0,3,businessfinance,health,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,8,0,1,west north central div,minnesota,1,3600618,38.914993
14204,42,663000,638000,663000,male,62,5+ years of college,18,history,50,nhwhite,0,0,0,1,businessfinance,finance,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,50,0,1,middle atlantic division,new york,1,20320876,37.242645
14205,72,32000,32000,32000,male,59,"grade 5, 6, 7, or 8",7.5,n/a,40,nhwhite,0,0,0,1,manufandinstallation,manufacture,0,0,0,0,0,0,1,0,rented,0,public/employer,0,45,0,1,east north central div,indiana,0,,
14208,84,45000,45000,45000,male,41,4 years of college,16,business,45,hispanic,1,1,0,3,construction,construction,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,pacific division,california,1,464493,12.54614
14212,59,213000,213000,213000,male,39,5+ years of college,18,biology and life sciences,40,nhasian,1,3,1,5,legal,professional,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,25,1,1,south atlantic division,virginia,1,6216710,47.067619
14214,40,216000,113000,113000,male,55,5+ years of college,18,communications,50,nhwhite,1,1,0,3,legal,professional,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,15,0,1,middle atlantic division,new york,1,20320876,37.242645
14216,221,139000,91000,91000,female,52,2 years of college,14,n/a,40,nhwhite,0,2,0,3,office,transportation,0,0,0,0,0,0,1,0,rented,0,public/employer,0,25,0,1,west north central div,minnesota,1,3600618,38.914993
14219,53,79200,60000,60000,male,49,grade 12,12,n/a,40,nhwhite,1,3,0,6,salesandservicesandfood,wholesaletrade,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,75,0,1,middle atlantic division,new jersey,1,6096120,35.061737
14220,121,145780,44000,42700,male,32,4 years of college,16,social sciences,40,nhwhite,0,0,0,3,science,health,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,10,0,1,south atlantic division,north carolina,1,667733,24.303152
14221,100,240000,125000,125000,female,47,4 years of college,16,communications,60,nhwhite,1,2,0,4,businessfinance,professional,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,1,1,1,south atlantic division,virginia,1,1301540,33.900349
14222,214,101100,30000,30000,male,59,2 years of college,14,n/a,40,nhwhite,1,1,0,6,salesandservicesandfood,retailtrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,15,0,1,south atlantic division,virginia,1,312688,26.000721
14223,54,265300,200000,200300,male,55,5+ years of college,18,social sciences,40,nhwhite,1,0,0,2,legal,professional,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,10,0,1,mountain division,colorado,1,2888227,40.913242
14226,87,80000,25000,25000,male,28,n/a or no schooling,0,n/a,40,hispanic,0,0,0,5,manufandinstallation,retailtrade,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,10,0,1,pacific division,california,1,13353907,31.398245
14227,62,129300,45000,45000,male,57,1 year of college,13,n/a,40,nhwhite,1,0,0,2,businessfinance,hospitality,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,30,0,1,south atlantic division,maryland,1,2808175,36.65374
14233,56,295000,150000,150000,male,53,4 years of college,16,social sciences,50,nhwhite,1,3,0,5,businessfinance,wholesaletrade,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,60,0,1,middle atlantic division,new jersey,1,20320876,37.242645
14236,130,131000,68000,68000,female,32,5+ years of college,18,biology and life sciences,60,nhasian,1,0,0,2,health,health,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,20,0,1,pacific division,california,1,13353907,31.398245
14241,42,100000,50000,50000,female,29,4 years of college,16,education administration and teaching,50,nhblack,1,2,1,4,educationlibrary,education,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,west south central div,texas,1,6892427,29.590622
14242,146,200000,200000,200000,male,29,4 years of college,16,engineering,50,nhasian,0,0,0,1,businessfinance,transportation,0,0,0,0,0,0,0,0,rented,0,public/employer,0,20,0,1,pacific division,california,1,4727357,46.360546
14243,47,165120,110000,110000,male,59,1 year of college,13,n/a,50,nhwhite,1,1,0,6,businessfinance,professional,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,60,0,1,mountain division,arizona,1,4737270,28.396246
14247,54,128000,48000,48000,male,47,grade 12,12,n/a,40,nhwhite,0,0,0,3,transportation,manufacture,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,45,0,1,pacific division,washington,1,2451560,37.184464
14249,115,102600,34000,35800,female,47,2 years of college,14,n/a,40,nhwhite,0,0,0,5,manufandinstallation,manufacture,0,0,0,0,0,0,0,0,rented,0,public/employer,0,3,0,1,pacific division,oregon,0,,
14250,98,60000,60000,60000,male,37,4 years of college,16,social sciences,40,nhasian,1,1,0,3,salesandservicesandfood,finance,0,1,0,1,0,0,1,0,rented,0,public/employer,0,8,1,0,west south central div,texas,1,7400479,31.686863
14252,149,135000,30000,30000,female,52,1 year of college,13,n/a,40,nhblack,1,2,0,4,office,health,0,0,0,0,0,0,0,1,rented,0,public/employer,0,30,0,1,south atlantic division,south carolina,1,334391,22.124405
14255,65,61500,48000,48000,female,57,1 year of college,13,n/a,36,hispanic,1,0,0,2,health,health,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,1,0,1,east north central div,michigan,0,,
14256,55,110900,88000,89600,male,41,5+ years of college,18,education administration and teaching,50,nhwhite,1,2,0,4,construction,construction,0,0,0,0,0,1,0,1,rented,0,public/employer,0,20,0,1,west south central div,texas,1,449830,17.740438
14262,86,88100,30100,30100,female,34,4 years of college,16,physical sciences,40,nhblack,0,0,0,2,salesandservicesandfood,education,0,0,0,0,0,0,0,0,rented,0,public/employer,0,20,0,1,pacific division,california,1,13353907,31.398245
14267,121,163310,95000,95000,male,59,4 years of college,16,psychology,40,nhwhite,1,2,0,4,csmathengineering,finance,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,east north central div,ohio,1,2058844,28.843008
14268,66,40000,40000,40000,female,27,2 years of college,14,n/a,50,nhwhite,0,0,0,1,businessfinance,education,0,1,0,0,0,0,1,0,rented,0,no coverage,1,15,0,1,east south central div,tennessee,1,1904226,33.303417
14269,73,325000,75000,155000,female,51,5+ years of college,18,liberal arts and humanities,45,nhwhite,1,0,0,2,salesandservicesandfood,finance,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,5,0,1,new england division,vermont,0,,
14270,89,48000,48000,48000,male,55,grade 12,12,n/a,46,hispanic,1,2,0,4,salesandservicesandfood,retailtrade,0,0,0,0,0,1,1,0,owned or being bought (loan),1,public/employer,0,75,0,1,pacific division,california,1,13353907,31.398245
14272,55,100000,100000,100000,male,36,5+ years of college,18,social sciences,40,nhwhite,1,0,0,1,businessfinance,otherservices,0,0,0,0,0,0,1,0,rented,0,public/employer,0,30,0,1,west south central div,texas,1,2473974,25.463844
14275,89,132920,50000,107000,male,64,5+ years of college,18,fine arts,40,nhwhite,1,1,0,3,educationlibrary,education,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,middle atlantic division,new york,1,20320876,37.242645
14276,56,39000,39000,39000,male,53,1 year of college,13,n/a,40,nhwhite,1,1,0,3,construction,construction,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,141,0,1,pacific division,california,1,1998463,47.724354
14278,144,305700,110000,110000,female,58,5+ years of college,18,physical sciences,45,nhasian,1,0,0,3,csmathengineering,manufacture,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,0,1,1,middle atlantic division,new jersey,1,20320876,37.242645
14281,18,22800,11000,11000,male,47,grade 12,12,n/a,40,nhwhite,1,0,0,2,manufandinstallation,manufacture,0,1,0,1,0,0,0,1,rented,0,public/employer,0,25,0,1,east north central div,indiana,0,,
14282,224,65000,35000,35000,female,35,2 years of college,14,n/a,40,nhblack,1,5,1,7,office,public,1,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,45,0,1,south atlantic division,maryland,1,2808175,36.65374
14283,28,5000,12000,12000,male,24,grade 12,12,n/a,51,nhwhite,0,2,2,4,manufandinstallation,manufacture,0,0,0,0,0,0,0,0,rented,0,public/employer,0,20,0,1,west north central div,iowa,0,,
14284,17,458000,60000,60000,female,50,5+ years of college,18,"area, ethnic, and civilization studies",40,nhwhite,1,1,0,3,businessfinance,education,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,5,0,1,east north central div,ohio,0,,
14286,197,94500,44000,44000,male,48,grade 12,12,n/a,40,hispanic,1,3,0,6,salesandservicesandfood,retailtrade,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,60,1,1,south atlantic division,florida,1,6158824,29.833658
14288,74,82000,42000,42000,female,42,4 years of college,16,social sciences,45,nhwhite,1,0,0,2,salesandservicesandfood,professional,0,0,0,1,0,0,1,0,rented,0,individual only,0,0,0,1,pacific division,california,1,4727357,46.360546
14289,116,98000,40000,40000,male,34,4 years of college,16,business,40,nhwhite,1,1,1,3,salesandservicesandfood,finance,0,1,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,10,0,1,west south central div,arkansas,1,738082,28.683376
14291,118,62000,50000,50000,male,28,grade 12,12,n/a,45,nhwhite,1,2,1,4,office,transportation,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,20,0,1,west north central div,iowa,0,,
14292,126,170000,70000,70000,female,37,5+ years of college,18,agriculture,70,nhwhite,1,1,1,3,health,professional,0,0,1,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,middle atlantic division,new york,0,,
14293,104,147000,80000,80000,female,38,4 years of college,16,liberal arts and humanities,40,nhwhite,1,2,0,4,educationlibrary,education,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,30,0,1,pacific division,california,1,2324884,29.756802
14295,67,73600,40000,52000,male,49,1 year of college,13,n/a,40,nhwhite,0,1,0,3,protection,public,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,0,0,1,pacific division,california,1,4580670,19.302816
14301,81,139000,100000,107000,male,31,5+ years of college,18,communications,40,nhwhite,1,2,2,4,salesandservicesandfood,ruralextraction,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,10,0,1,middle atlantic division,pennsylvania,1,2333367,33.170727
14302,81,20000,20000,20000,male,32,"grade 5, 6, 7, or 8",5.5,n/a,40,hispanic,1,4,2,6,construction,construction,0,1,0,0,0,0,1,0,owned or being bought (loan),1,no coverage,1,10,1,0,west south central div,oklahoma,0,,
14303,49,148000,148000,148000,female,64,4 years of college,16,education administration and teaching,50,nhwhite,0,0,0,1,salesandservicesandfood,hospitality,0,1,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,0,0,1,south atlantic division,georgia,0,,
14307,54,56010,56000,56010,male,28,2 years of college,14,n/a,40,nhwhite,0,0,0,1,health,health,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,25,0,1,middle atlantic division,pennsylvania,1,2333367,33.170727
